epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.73E+12,2024-10-23T14.41.13.562,0.78,1.098,-2.866,-0.61
1.73E+12,2024-10-23T14.41.13.572,0.79,0.976,-2.744,-0.854
1.73E+12,2024-10-23T14.41.13.582,0.8,1.098,-2.439,-1.037
1.73E+12,2024-10-23T14.41.13.592,0.81,1.098,-2.378,-1.402
1.73E+12,2024-10-23T14.41.13.602,0.82,1.22,-2.378,-1.524
1.73E+12,2024-10-23T14.41.13.612,0.83,1.463,-2.317,-1.707
1.73E+12,2024-10-23T14.41.13.622,0.84,1.524,-2.195,-1.89
1.73E+12,2024-10-23T14.41.13.632,0.85,1.646,-2.195,-1.89
1.73E+12,2024-10-23T14.41.13.642,0.86,1.768,-2.134,-1.829
1.73E+12,2024-10-23T14.41.13.652,0.87,1.768,-2.012,-1.707
1.73E+12,2024-10-23T14.41.13.662,0.88,1.89,-2.073,-1.463
1.73E+12,2024-10-23T14.41.13.672,0.89,1.707,-2.012,-1.22
1.73E+12,2024-10-23T14.41.13.682,0.9,1.463,-1.768,-0.854
1.73E+12,2024-10-23T14.41.13.692,0.91,1.402,-1.829,-0.671
1.73E+12,2024-10-23T14.41.13.702,0.92,1.28,-1.768,-0.549
1.73E+12,2024-10-23T14.41.13.712,0.93,1.037,-1.098,-0.366
1.73E+12,2024-10-23T14.41.13.722,0.94,0.793,-0.305,-0.549
1.73E+12,2024-10-23T14.41.13.732,0.95,0.488,-0.366,-0.854
1.73E+12,2024-10-23T14.41.13.742,0.96,0.122,-1.037,-1.098
1.73E+12,2024-10-23T14.41.13.752,0.97,0,-1.341,-1.463
1.73E+12,2024-10-23T14.41.13.762,0.98,0.122,-0.976,-1.829
1.73E+12,2024-10-23T14.41.13.772,0.99,0.183,-0.793,-2.073
1.73E+12,2024-10-23T14.41.13.782,1,0.305,-0.549,-2.317
1.73E+12,2024-10-23T14.41.13.792,1.01,0.427,-0.366,-2.622
1.73E+12,2024-10-23T14.41.13.802,1.02,0.61,-0.549,-2.622
1.73E+12,2024-10-23T14.41.13.812,1.03,0.854,-0.854,-2.622
1.73E+12,2024-10-23T14.41.13.822,1.04,0.976,-0.915,-2.5
1.73E+12,2024-10-23T14.41.13.832,1.05,1.037,-1.159,-2.439
1.73E+12,2024-10-23T14.41.13.842,1.06,1.098,-1.22,-2.317
1.73E+12,2024-10-23T14.41.13.852,1.07,0.915,-1.22,-2.134
1.73E+12,2024-10-23T14.41.13.862,1.08,0.732,-1.159,-1.951
1.73E+12,2024-10-23T14.41.13.872,1.09,0.61,-1.037,-1.585
1.73E+12,2024-10-23T14.41.13.882,1.1,0.549,-0.976,-1.159
1.73E+12,2024-10-23T14.41.13.892,1.11,0.549,-0.976,-0.915
1.73E+12,2024-10-23T14.41.13.902,1.12,0.366,-0.976,-0.61
1.73E+12,2024-10-23T14.41.13.912,1.13,0.366,-1.098,-0.427
1.73E+12,2024-10-23T14.41.13.922,1.14,0.366,-1.159,-0.244
1.73E+12,2024-10-23T14.41.13.932,1.15,0.427,-1.098,-0.061
1.73E+12,2024-10-23T14.41.13.942,1.16,0.549,-0.915,0.061
1.73E+12,2024-10-23T14.41.13.952,1.17,0.671,-0.854,0.122
1.73E+12,2024-10-23T14.41.13.962,1.18,0.793,-0.732,0.122
1.73E+12,2024-10-23T14.41.13.972,1.19,0.793,-0.732,0.122
1.73E+12,2024-10-23T14.41.13.982,1.2,0.854,-0.793,0
1.73E+12,2024-10-23T14.41.13.992,1.21,0.854,-0.61,-0.061
1.73E+12,2024-10-23T14.41.14.002,1.22,0.732,-0.366,-0.061
1.73E+12,2024-10-23T14.41.14.012,1.23,0.61,-0.183,-0.244
1.73E+12,2024-10-23T14.41.14.022,1.24,0.427,-0.122,-0.366
1.73E+12,2024-10-23T14.41.14.032,1.25,0.244,-0.122,-0.549
1.73E+12,2024-10-23T14.41.14.042,1.26,0.244,-0.183,-0.671
1.73E+12,2024-10-23T14.41.14.052,1.27,0.183,-0.305,-0.915
1.73E+12,2024-10-23T14.41.14.062,1.28,0.122,-0.488,-1.098
1.73E+12,2024-10-23T14.41.14.072,1.29,0,-0.61,-1.22
