epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73293E+12,2024-11-29T19.43.37.316,0.81,-0.854,0.503,0.16
1.73293E+12,2024-11-29T19.43.37.326,0.82,-0.855,0.506,0.16
1.73293E+12,2024-11-29T19.43.37.336,0.83,-0.858,0.507,0.164
1.73293E+12,2024-11-29T19.43.37.346,0.84,-0.865,0.509,0.165
1.73293E+12,2024-11-29T19.43.37.356,0.85,-0.866,0.505,0.167
1.73293E+12,2024-11-29T19.43.37.366,0.86,-0.868,0.503,0.165
1.73293E+12,2024-11-29T19.43.37.376,0.87,-0.862,0.504,0.163
1.73293E+12,2024-11-29T19.43.37.386,0.88,-0.86,0.499,0.165
1.73293E+12,2024-11-29T19.43.37.396,0.89,-0.86,0.497,0.164
1.73293E+12,2024-11-29T19.43.37.406,0.9,-0.854,0.5,0.163
1.73293E+12,2024-11-29T19.43.37.416,0.91,-0.855,0.499,0.164
1.73293E+12,2024-11-29T19.43.37.426,0.92,-0.855,0.496,0.162
1.73293E+12,2024-11-29T19.43.37.436,0.93,-0.853,0.499,0.161
1.73293E+12,2024-11-29T19.43.37.446,0.94,-0.857,0.503,0.158
1.73293E+12,2024-11-29T19.43.37.456,0.95,-0.855,0.501,0.157
1.73293E+12,2024-11-29T19.43.37.466,0.96,-0.854,0.499,0.159
1.73293E+12,2024-11-29T19.43.37.476,0.97,-0.853,0.501,0.158
1.73293E+12,2024-11-29T19.43.37.486,0.98,-0.848,0.494,0.157
1.73293E+12,2024-11-29T19.43.37.496,0.99,-0.856,0.491,0.161
1.73293E+12,2024-11-29T19.43.37.506,1,-0.86,0.488,0.164
1.73293E+12,2024-11-29T19.43.37.516,1.01,-0.86,0.478,0.163
1.73293E+12,2024-11-29T19.43.37.526,1.02,-0.848,0.479,0.165
1.73293E+12,2024-11-29T19.43.37.536,1.03,-0.844,0.48,0.162
1.73293E+12,2024-11-29T19.43.37.546,1.04,-0.857,0.48,0.166
1.73293E+12,2024-11-29T19.43.37.556,1.05,-0.854,0.479,0.165
1.73293E+12,2024-11-29T19.43.37.566,1.06,-0.851,0.478,0.162
1.73293E+12,2024-11-29T19.43.37.576,1.07,-0.862,0.483,0.167
1.73293E+12,2024-11-29T19.43.37.586,1.08,-0.864,0.484,0.169
1.73293E+12,2024-11-29T19.43.37.596,1.09,-0.862,0.485,0.169
1.73293E+12,2024-11-29T19.43.37.606,1.1,-0.862,0.483,0.169
1.73293E+12,2024-11-29T19.43.37.616,1.11,-0.861,0.481,0.17
1.73293E+12,2024-11-29T19.43.37.626,1.12,-0.856,0.485,0.172
1.73293E+12,2024-11-29T19.43.37.636,1.13,-0.858,0.486,0.17
1.73293E+12,2024-11-29T19.43.37.646,1.14,-0.859,0.488,0.167
1.73293E+12,2024-11-29T19.43.37.656,1.15,-0.859,0.49,0.167
1.73293E+12,2024-11-29T19.43.37.666,1.16,-0.858,0.49,0.168
1.73293E+12,2024-11-29T19.43.37.676,1.17,-0.859,0.492,0.167
1.73293E+12,2024-11-29T19.43.37.686,1.18,-0.86,0.492,0.167
1.73293E+12,2024-11-29T19.43.37.696,1.19,-0.862,0.49,0.167
1.73293E+12,2024-11-29T19.43.37.706,1.2,-0.861,0.49,0.17
1.73293E+12,2024-11-29T19.43.37.716,1.21,-0.862,0.491,0.17
1.73293E+12,2024-11-29T19.43.37.726,1.22,-0.864,0.489,0.172
1.73293E+12,2024-11-29T19.43.37.736,1.23,-0.866,0.488,0.168
1.73293E+12,2024-11-29T19.43.37.746,1.24,-0.866,0.484,0.171
1.73293E+12,2024-11-29T19.43.37.756,1.25,-0.865,0.482,0.171
1.73293E+12,2024-11-29T19.43.37.766,1.26,-0.856,0.478,0.17
1.73293E+12,2024-11-29T19.43.37.776,1.27,-0.859,0.479,0.167
1.73293E+12,2024-11-29T19.43.37.786,1.28,-0.865,0.479,0.168
1.73293E+12,2024-11-29T19.43.37.796,1.29,-0.863,0.476,0.167
1.73293E+12,2024-11-29T19.43.37.806,1.3,-0.861,0.474,0.167
1.73293E+12,2024-11-29T19.43.37.816,1.31,-0.86,0.472,0.167
1.73293E+12,2024-11-29T19.43.37.826,1.32,-0.859,0.469,0.166
1.73293E+12,2024-11-29T19.43.37.836,1.33,-0.859,0.467,0.166
1.73293E+12,2024-11-29T19.43.37.846,1.34,-0.856,0.46,0.164
1.73293E+12,2024-11-29T19.43.37.856,1.35,-0.85,0.454,0.165
1.73293E+12,2024-11-29T19.43.37.866,1.36,-0.849,0.45,0.165
1.73293E+12,2024-11-29T19.43.37.876,1.37,-0.846,0.443,0.168
1.73293E+12,2024-11-29T19.43.37.886,1.38,-0.832,0.426,0.17
1.73293E+12,2024-11-29T19.43.37.896,1.39,-0.83,0.417,0.168
1.73293E+12,2024-11-29T19.43.37.906,1.4,-0.833,0.418,0.172
1.73293E+12,2024-11-29T19.43.37.916,1.41,-0.829,0.409,0.172
1.73293E+12,2024-11-29T19.43.37.926,1.42,-0.824,0.407,0.171
1.73293E+12,2024-11-29T19.43.37.936,1.43,-0.814,0.407,0.166
1.73293E+12,2024-11-29T19.43.37.946,1.44,-0.805,0.412,0.164
1.73293E+12,2024-11-29T19.43.37.956,1.45,-0.804,0.407,0.161
1.73293E+12,2024-11-29T19.43.37.966,1.46,-0.804,0.397,0.162
1.73293E+12,2024-11-29T19.43.37.976,1.47,-0.796,0.4,0.163
1.73293E+12,2024-11-29T19.43.37.986,1.48,-0.783,0.406,0.159
1.73293E+12,2024-11-29T19.43.37.996,1.49,-0.77,0.414,0.158
1.73293E+12,2024-11-29T19.43.38.006,1.5,-0.765,0.424,0.159
1.73293E+12,2024-11-29T19.43.38.016,1.51,-0.753,0.444,0.159
1.73293E+12,2024-11-29T19.43.38.026,1.52,-0.737,0.472,0.164
1.73293E+12,2024-11-29T19.43.38.036,1.53,-0.719,0.502,0.165
1.73293E+12,2024-11-29T19.43.38.046,1.54,-0.72,0.507,0.166
1.73293E+12,2024-11-29T19.43.38.056,1.55,-0.713,0.528,0.168
1.73293E+12,2024-11-29T19.43.38.066,1.56,-0.694,0.558,0.168
1.73293E+12,2024-11-29T19.43.38.076,1.57,-0.664,0.585,0.169
1.73293E+12,2024-11-29T19.43.38.086,1.58,-0.639,0.622,0.173
1.73293E+12,2024-11-29T19.43.38.096,1.59,-0.629,0.666,0.17
1.73293E+12,2024-11-29T19.43.38.106,1.6,-0.628,0.716,0.173
1.73293E+12,2024-11-29T19.43.38.116,1.61,-0.63,0.752,0.18
1.73293E+12,2024-11-29T19.43.38.126,1.62,-0.671,0.789,0.182
1.73293E+12,2024-11-29T19.43.38.136,1.63,-0.701,0.837,0.193
1.73293E+12,2024-11-29T19.43.38.146,1.64,-0.691,0.892,0.198
1.73293E+12,2024-11-29T19.43.38.156,1.65,-0.659,0.931,0.193
1.73293E+12,2024-11-29T19.43.38.166,1.66,-0.622,0.948,0.188
1.73293E+12,2024-11-29T19.43.38.176,1.67,-0.586,0.963,0.182
1.73293E+12,2024-11-29T19.43.38.186,1.68,-0.557,0.972,0.172
1.73293E+12,2024-11-29T19.43.38.196,1.69,-0.542,0.968,0.168
1.73293E+12,2024-11-29T19.43.38.206,1.7,-0.545,0.973,0.167
1.73293E+12,2024-11-29T19.43.38.216,1.71,-0.538,0.977,0.162
1.73293E+12,2024-11-29T19.43.38.226,1.72,-0.53,0.986,0.158
1.73293E+12,2024-11-29T19.43.38.236,1.73,-0.527,0.985,0.157
1.73293E+12,2024-11-29T19.43.38.246,1.74,-0.517,0.981,0.149
1.73293E+12,2024-11-29T19.43.38.256,1.75,-0.51,0.984,0.142
1.73293E+12,2024-11-29T19.43.38.266,1.76,-0.504,0.987,0.14
1.73293E+12,2024-11-29T19.43.38.276,1.77,-0.5,0.99,0.132
1.73293E+12,2024-11-29T19.43.38.286,1.78,-0.502,0.989,0.128
1.73293E+12,2024-11-29T19.43.38.296,1.79,-0.502,0.988,0.126
1.73293E+12,2024-11-29T19.43.38.306,1.8,-0.501,0.976,0.12
1.73293E+12,2024-11-29T19.43.38.316,1.81,-0.504,0.962,0.12
1.73293E+12,2024-11-29T19.43.38.326,1.82,-0.505,0.951,0.118
1.73293E+12,2024-11-29T19.43.38.336,1.83,-0.508,0.937,0.114
1.73293E+12,2024-11-29T19.43.38.346,1.84,-0.513,0.917,0.116
1.73293E+12,2024-11-29T19.43.38.356,1.85,-0.519,0.908,0.113
1.73293E+12,2024-11-29T19.43.38.366,1.86,-0.523,0.887,0.116
1.73293E+12,2024-11-29T19.43.38.376,1.87,-0.525,0.872,0.115
1.73293E+12,2024-11-29T19.43.38.386,1.88,-0.529,0.857,0.116
1.73293E+12,2024-11-29T19.43.38.396,1.89,-0.526,0.841,0.118
1.73293E+12,2024-11-29T19.43.38.406,1.9,-0.528,0.822,0.116
