epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.72974E+12,2024-10-23T21.59.24.717,0.77,35,-67.927,-31.951
1.72974E+12,2024-10-23T21.59.24.727,0.78,38.049,-69.878,-33.963
1.72974E+12,2024-10-23T21.59.24.737,0.79,40.061,-70.183,-32.683
1.72974E+12,2024-10-23T21.59.24.747,0.8,41.341,-69.268,-29.512
1.72974E+12,2024-10-23T21.59.24.757,0.81,41.22,-69.695,-25.671
1.72974E+12,2024-10-23T21.59.24.767,0.82,40.549,-71.28,-22.073
1.72974E+12,2024-10-23T21.59.24.777,0.83,40.305,-72.256,-20.305
1.72974E+12,2024-10-23T21.59.24.787,0.84,40.732,-74.512,-20.183
1.72974E+12,2024-10-23T21.59.24.797,0.85,41.463,-77.622,-21.707
1.72974E+12,2024-10-23T21.59.24.807,0.86,42.073,-79.268,-22.927
1.72974E+12,2024-10-23T21.59.24.817,0.87,42.317,-76.524,-22.073
1.72974E+12,2024-10-23T21.59.24.827,0.88,41.89,-72.195,-20.061
1.72974E+12,2024-10-23T21.59.24.837,0.89,40.305,-69.512,-16.707
1.72974E+12,2024-10-23T21.59.24.847,0.9,37.805,-69.634,-12.744
1.72974E+12,2024-10-23T21.59.24.857,0.91,36.037,-70.976,-10.549
1.72974E+12,2024-10-23T21.59.24.867,0.92,34.939,-72.561,-10.793
1.72974E+12,2024-10-23T21.59.24.877,0.93,34.024,-74.939,-11.707
1.72974E+12,2024-10-23T21.59.24.887,0.94,33.232,-76.951,-11.646
1.72974E+12,2024-10-23T21.59.24.897,0.95,32.805,-76.28,-11.037
1.72974E+12,2024-10-23T21.59.24.907,0.96,33.293,-74.512,-11.829
1.72974E+12,2024-10-23T21.59.24.917,0.97,33.902,-76.341,-10.915
1.72974E+12,2024-10-23T21.59.24.927,0.98,33.293,-82.988,-6.22
1.72974E+12,2024-10-23T21.59.24.937,0.99,32.134,-90.305,-1.037
1.72974E+12,2024-10-23T21.59.24.947,1,30.366,-94.634,2.988
1.72974E+12,2024-10-23T21.59.24.957,1.01,27.439,-95.915,4.939
1.72974E+12,2024-10-23T21.59.24.967,1.02,23.11,-95.976,5.61
1.72974E+12,2024-10-23T21.59.24.977,1.03,17.5,-95.976,5.976
1.72974E+12,2024-10-23T21.59.24.987,1.04,11.829,-93.476,5
1.72974E+12,2024-10-23T21.59.24.997,1.05,7.195,-89.207,2.927
1.72974E+12,2024-10-23T21.59.25.007,1.06,3.963,-84.817,0.61
1.72974E+12,2024-10-23T21.59.25.017,1.07,2.744,-80.183,-1.22
1.72974E+12,2024-10-23T21.59.25.027,1.08,2.866,-75.732,-1.159
1.72974E+12,2024-10-23T21.59.25.037,1.09,3.659,-72.561,0
1.72974E+12,2024-10-23T21.59.25.047,1.1,4.695,-69.878,1.159
1.72974E+12,2024-10-23T21.59.25.057,1.11,6.037,-65.305,1.89
1.72974E+12,2024-10-23T21.59.25.067,1.12,7.805,-56.951,1.402
1.72974E+12,2024-10-23T21.59.25.077,1.13,9.268,-48.354,0.671
1.72974E+12,2024-10-23T21.59.25.087,1.14,9.817,-42.805,0.732
1.72974E+12,2024-10-23T21.59.25.097,1.15,10,-37.927,0.244
1.72974E+12,2024-10-23T21.59.25.107,1.16,10.549,-31.585,-0.366
1.72974E+12,2024-10-23T21.59.25.117,1.17,10.915,-26.829,0.122
1.72974E+12,2024-10-23T21.59.25.127,1.18,10.732,-24.451,1.89
1.72974E+12,2024-10-23T21.59.25.137,1.19,10.915,-21.463,3.171
1.72974E+12,2024-10-23T21.59.25.147,1.2,11.159,-17.866,3.354
1.72974E+12,2024-10-23T21.59.25.157,1.21,10.732,-14.817,2.805
1.72974E+12,2024-10-23T21.59.25.167,1.22,9.878,-10.122,1.28
1.72974E+12,2024-10-23T21.59.25.177,1.23,8.598,-4.329,-1.037
1.72974E+12,2024-10-23T21.59.25.187,1.24,6.768,-0.427,-2.805
1.72974E+12,2024-10-23T21.59.25.197,1.25,3.963,1.402,-3.171
1.72974E+12,2024-10-23T21.59.25.207,1.26,1.159,2.317,-2.5
1.72974E+12,2024-10-23T21.59.25.217,1.27,-1.402,2.744,-1.28
1.72974E+12,2024-10-23T21.59.25.227,1.28,-3.293,3.354,-0.854
1.72974E+12,2024-10-23T21.59.25.237,1.29,-4.329,5,-1.646
1.72974E+12,2024-10-23T21.59.25.247,1.3,-4.878,7.378,-3.293
